base_id,input_url,base,found,resolved_url,resolved_ext,detected_kind,content_type,http_status,note
EFTA01600794,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600794.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600794,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600795,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600795.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600795,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600796,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600796.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600796,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600796.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01600797,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600797.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600797,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600797.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01600799,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600799.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600799,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600800,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600800.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600800,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600801,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600801.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600801,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600801.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01600802,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600802.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600802,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600804,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600804.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600804,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600806,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600806.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600806,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600807,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600807.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600807,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600808,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600808.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600808,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600809,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600809.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600809,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600810,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600810.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600810,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600812,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600812.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600812,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600813,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600813.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600813,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600814,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600814.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600814,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600815,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600815.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600815,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600817,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600817.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600817,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600822,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600822.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600822,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600823,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600823.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600823,False,,,,,,gated_or_rate_limited (html streak)
EFTA01600824,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600824.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600824,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600824.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01612218,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612218.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612218,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612218.mp4,mp4,video_or_audio,video/mp4,206,ok via .mp4
EFTA01612219,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612219.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612219,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612219.mp4,mp4,video_or_audio,video/mp4,206,ok via .mp4
EFTA01612251,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612251.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612251,False,,,,,,gated_or_rate_limited (html streak)
EFTA01612353,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612353.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612353,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612353.m4a,m4a,audio,audio/mp4,206,ok via .m4a
EFTA01612354,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612354.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612354,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612354.m4a,m4a,audio,audio/mp4,206,ok via .m4a
EFTA01612355,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612355.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612355,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612355.m4a,m4a,audio,audio/mp4,206,ok via .m4a
EFTA01613258,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613258.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613258,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613258.m4a,m4a,audio,audio/mp4,206,ok via .m4a
EFTA01613259,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613259.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613259,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613259.m4a,m4a,audio,audio/mp4,206,ok via .m4a
EFTA01613386,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613386.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613386,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613386.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01614277,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01614277.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01614277,False,,,,,,gated_or_rate_limited (html streak)
EFTA01614483,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01614483.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01614483,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01614483.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01614506,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01614506.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01614506,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01614506.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01615130,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01615130.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01615130,False,,,,,,gated_or_rate_limited (html streak)
EFTA01615887,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01615887.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01615887,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01615887.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01616390,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616390.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616390,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616390.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01616766,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616766.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616766,False,,,,,,gated_or_rate_limited (html streak)
EFTA01616820,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616820.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616820,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616820.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01616872,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616872.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616872,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616872.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01616873,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616873.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616873,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616873.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01617570,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617570.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617570,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617570.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01617571,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617571.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617571,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617571.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01617666,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617666.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617666,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617666.m4a,m4a,audio,audio/mp4,206,ok via .m4a
EFTA01617814,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617814.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617814,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617814.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01617815,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617815.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617815,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617815.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01617816,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617816.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617816,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617816.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01617868,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617868.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617868,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617868.m4a,m4a,audio,audio/mp4,206,ok via .m4a
EFTA01617897,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617897.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617897,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617898,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617898.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617898,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617899,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617899.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617899,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617919,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617919.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617919,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617919.mp4,mp4,video_or_audio,video/mp4,206,ok via .mp4
EFTA01617928,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617928.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617928,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617929,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617929.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617929,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617931,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617931.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617931,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617940,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617940.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617940,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617941,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617941.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617941,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617942,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617942.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617942,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617967,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617967.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617967,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617968,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617968.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617968,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617969,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617969.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617969,False,,,,,,gated_or_rate_limited (html streak)
EFTA01617970,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617970.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01617970,False,,,,,,gated_or_rate_limited (html streak)
EFTA01618355,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618355.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618355,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618355.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01618606,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618606.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618606,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618606.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01618622,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618622.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618622,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618622.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01618739,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618739.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618739,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618739.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01618852,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618852.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618852,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618852.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619211,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619211.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619211,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619211.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619258,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619258.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619258,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619258.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619495,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619495.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619495,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619495.m4a,m4a,audio,audio/mp4,206,ok via .m4a
EFTA01619523,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619523.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619523,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619523.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619524,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619524.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619524,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619524.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619560,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619560.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619560,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619560.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619578,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619578.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619578,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619578.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619588,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619588.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619588,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619588.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619626,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619626.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619626,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619626.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619632,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619632.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619632,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619632.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01619634,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619634.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619634,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619634.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01620591,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01620591.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01620591,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01620591.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01620904,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01620904.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01620904,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01620904.mp4,mp4,video_or_audio,video/mp4,206,ok via .mp4
EFTA01621007,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621007.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621007,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621007.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621009,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621009.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621009,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621009.mp4,mp4,video_or_audio,video/mp4,206,ok via .mp4
EFTA01621011,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621011.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621011,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621011.mp4,mp4,video_or_audio,video/mp4,206,ok via .mp4
EFTA01621013,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621013.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621013,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621013.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621014,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621014.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621014,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621014.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621015,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621015.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621015,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621015.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621017,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621017.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621017,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621017.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621019,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621019.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621019,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621019.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621020,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621020.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621020,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621020.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621021,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621021.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621021,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621021.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621022,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621022.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621022,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621022.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621025,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621025.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621025,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621025.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621026,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621026.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621026,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621026.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621027,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621027.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621027,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621027.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621030,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621030.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621030,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621030.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621031,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621031.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621031,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621031.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621032,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621032.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621032,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621032.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621035,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621035.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621035,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621035.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621036,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621036.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621036,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621036.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621037,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621037.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621037,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621037.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621038,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621038.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621038,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621038.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621039,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621039.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621039,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621039.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621040,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621040.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621040,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621040.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621041,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621041.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621041,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621041.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621042,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621042.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621042,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621042.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621043,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621043.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621043,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621043.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621044,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621044.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621044,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621044.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621045,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621045.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621045,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621045.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621047,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621047.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621047,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621047.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621048,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621048.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621048,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621048.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621049,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621049.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621049,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621049.mov,mov,video,video/quicktime,206,ok via .mov
EFTA01621051,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621051.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621051,True,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621051.mov,mov,video,video/quicktime,206,ok via .mov
